 "mw" , "g" , "gl" ,
 "http://purl.bdrc.io/resource/MW23761" , "http://purl.bdrc.io/resource/G3205" , "'brug yul/" ,
 "http://purl.bdrc.io/resource/MW2CZ5987" , "http://purl.bdrc.io/resource/G3205" , "'brug yul/" ,
 "http://purl.bdrc.io/resource/MW1NLM1492" , "http://purl.bdrc.io/resource/G3251" , "khal kha 'bras spungs dgon/" ,
 "http://purl.bdrc.io/resource/MW2CZ7882" , "http://purl.bdrc.io/resource/G2CN11038" , "man lung dgon/" ,
 "http://purl.bdrc.io/resource/MW14371" , "http://purl.bdrc.io/resource/G3186" , "dbus gtsang /" ,
 "http://purl.bdrc.io/resource/MW1KG11938" , "http://purl.bdrc.io/resource/G3186" , "dbus gtsang /" ,
 "http://purl.bdrc.io/resource/MW21557" , "http://purl.bdrc.io/resource/G3186" , "dbus gtsang /" ,
 "http://purl.bdrc.io/resource/MW30188" , "http://purl.bdrc.io/resource/G3186" , "dbus gtsang /" ,
 "http://purl.bdrc.io/resource/MW17169" , "http://purl.bdrc.io/resource/G3186" , "dbus gtsang /" ,
 "http://purl.bdrc.io/resource/MW4CZ1085" , "http://purl.bdrc.io/resource/G3186" , "dbus gtsang /" ,
 "http://purl.bdrc.io/resource/MW27922" , "http://purl.bdrc.io/resource/G3186" , "dbus gtsang /" ,
 "http://purl.bdrc.io/resource/MW30146" , "http://purl.bdrc.io/resource/G3186" , "dbus gtsang /" ,
 "http://purl.bdrc.io/resource/MW1KG10720" , "http://purl.bdrc.io/resource/G3186" , "dbus gtsang /" ,
 "http://purl.bdrc.io/resource/MW1KG9593" , "http://purl.bdrc.io/resource/G3186" , "dbus gtsang /" ,
 "http://purl.bdrc.io/resource/MW1PD76384" , "http://purl.bdrc.io/resource/G396" , "shangs bkra shis chos sdings/" ,
 "http://purl.bdrc.io/resource/MW27553" , "http://purl.bdrc.io/resource/G367" , "mtshal chen dgon pa/" ,
 "http://purl.bdrc.io/resource/MW3JT13589" , "http://purl.bdrc.io/resource/G367" , "mtshal chen dgon pa/" ,
 "http://purl.bdrc.io/resource/MW3JT13603" , "http://purl.bdrc.io/resource/G367" , "mtshal chen dgon pa/" ,
 "http://purl.bdrc.io/resource/MW1CZ1247" , "http://purl.bdrc.io/resource/G3528" , "mchims phu/" ,
 "http://purl.bdrc.io/resource/MW3CN1374" , "http://purl.bdrc.io/resource/G3528" , "mchims phu/" ,
 "http://purl.bdrc.io/resource/MW1KG3995" , "http://purl.bdrc.io/resource/G3JT12630" , "dha ram sa la/" ,
 "http://purl.bdrc.io/resource/MW1KG3992" , "http://purl.bdrc.io/resource/G3JT12630" , "dha ram sa la/" ,
 "http://purl.bdrc.io/resource/MW22379" , "http://purl.bdrc.io/resource/G3JT12630" , "dha ram sa la/" ,
 "http://purl.bdrc.io/resource/MW1KG2843" , "http://purl.bdrc.io/resource/G2036" , "gter sgrom dgon/" ,
 "http://purl.bdrc.io/resource/MW1KG2827" , "http://purl.bdrc.io/resource/G2036" , "gter sgrom dgon/" ,
 "http://purl.bdrc.io/resource/MW3CN1405" , "http://purl.bdrc.io/resource/G3624" , "pad+ma shel phug" ,
 "http://purl.bdrc.io/resource/MW19708" , "http://purl.bdrc.io/resource/G1977" , "pad+ma bkod/" ,
 "http://purl.bdrc.io/resource/MW1KG2818" , "http://purl.bdrc.io/resource/G1977" , "pad+ma bkod/" ,
 "http://purl.bdrc.io/resource/MW23737" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW24771" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW23468" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW8479" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW24184" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW19605" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW22084" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW11577" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW23227" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW23681" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW14060" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW8469" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW23703" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW1PD45158" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW30267" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW23933" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW27270" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW29912" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW4CZ355872" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG3712" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW8LS16294" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG10854" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW27269" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW24185" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW10345" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW2KG5013" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW24766" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG4769" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW13914" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW4CZ1110" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW29577" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW22271" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW22123" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW27218" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG10493" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW1CZ1034" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW22124" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG22548" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG1654" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG89135" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW4PD5169" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW27221" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW21295" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW4CZ302658" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW27300" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW8LS16495" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW00CHZ0103342" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW23215" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW10331" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW23739" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW27558" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG17188" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW19604" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW2KG209989" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW23649" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW8LS32726" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW30187" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW8LS73671" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW30290" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW8LS19987" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW8LS16389" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW22248" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW3CZ1323" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW12094" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW4PD506" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG11957" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW4CZ321190" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW4CZ1260" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW11392" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW27267" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW23946" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW2PD17468" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG11807" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW27298" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW2CZ8055" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW22282" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW1AC11" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW22274" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG10418" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW4PD5125" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG12063" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG10872" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW10419" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG17454" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG22299" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW2KG207558" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW8LS31874" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW2DB4611" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW3CN1482" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW10314" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW4PD1988" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW3CN21620" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW4CZ1114" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW27370" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW4CZ1108" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG1280" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW4CZ302666" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW27266" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW23706" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW1CZ878" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW4CZ1112" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW1CZ1862" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW10316" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW1NLM2726" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW00CHZ0103341" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG3514" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW10321" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW8LS32654" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW27222" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG1111" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW1CZ894" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW3CN665" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG21931" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW4CZ1111" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG12961" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW23659" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW3CN14342" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG12026" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG12714" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW23707" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW24767" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW22275" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW24182" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW21857" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW23504" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW00CHZ0103345" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW23786" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG10766" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG12021" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW23205" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG10871" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW2PD17412" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW30175" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW4CZ1115" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW18616" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW8LS73653" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW2DB4610" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW8LS20051" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW1660" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW27219" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW10347" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW10315" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW4CZ1113" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW23648" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG11882" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG10093" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW8471" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG10853" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW23650" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG1390" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW23929" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW2PD17470" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW22936" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW30132" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW19606" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW4CZ321187" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW21939" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG1391" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW8LS31878" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG12975" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW15257" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG11965" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW22393" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW10329" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW30144" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG12175" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW15274" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW1KG12090" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW4CZ5369" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
 "http://purl.bdrc.io/resource/MW4PD2049" , "http://purl.bdrc.io/resource/G1657" , "sde dge par khang /" ,
